feature,timing
precomp_recent_avg_distance_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_clinch_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_clinch_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_clinch_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_clinch_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_ground_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_ground_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_ground_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_ground_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_sub_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_sub_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_sub_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_sub_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_sub_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_sub_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_sub_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_sub_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_takedowns_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_takedowns_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_takedowns_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_takedowns_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_takedowns_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_takedowns_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_takedowns_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_takedowns_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_sig_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_sig_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_sig_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_sig_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_sig_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_sig_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_sig_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_sig_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_total_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_total_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_total_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_total_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_total_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_total_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_total_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_total_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_head_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_head_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_head_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_head_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_head_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_head_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_head_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_head_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_body_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_body_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_body_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_body_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_body_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_body_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_body_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_body_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_leg_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_leg_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_leg_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_leg_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_leg_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_leg_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_leg_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_leg_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_distance_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_distance_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_distance_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_distance_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_distance_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_distance_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_distance_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_distance_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_clinch_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_clinch_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_clinch_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_clinch_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_clinch_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_clinch_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_clinch_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_clinch_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_ground_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_ground_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_ground_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_ground_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_ground_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_ground_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_ground_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_ground_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_sub_acc_differential_peak_vs_opp,precomp
precomp_avg_sub_acc_differential_valley_vs_opp,precomp
precomp_avg_sub_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_sub_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sub_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_sub_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_sub_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sub_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_takedowns_acc_differential_peak_vs_opp,precomp
precomp_avg_takedowns_acc_differential_valley_vs_opp,precomp
precomp_avg_takedowns_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_takedowns_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_takedowns_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_takedowns_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_takedowns_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_takedowns_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_sig_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_sig_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_sig_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_sig_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_total_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_total_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_total_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_total_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_head_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_head_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_head_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_head_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_body_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_body_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_body_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_body_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_leg_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_leg_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_leg_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_leg_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_distance_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_distance_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_distance_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_distance_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_clinch_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_clinch_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_clinch_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_clinch_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_ground_strikes_acc_differential_peak_vs_opp,precomp
precomp_avg_ground_strikes_acc_differential_valley_vs_opp,precomp
precomp_avg_ground_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_avg_ground_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_acc_differential_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_acc_differential_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_acc_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_acc_differential_vs_valley_vs_opp,precomp
precomp_avg_sub_def_differential_peak_vs_opp,precomp
precomp_avg_sub_def_differential_valley_vs_opp,precomp
precomp_avg_sub_def_differential_vs_peak_vs_opp,precomp
precomp_avg_sub_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sub_def_differential_peak_vs_opp,precomp
precomp_recent_avg_sub_def_differential_valley_vs_opp,precomp
precomp_recent_avg_sub_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sub_def_differential_vs_valley_vs_opp,precomp
precomp_avg_takedowns_def_differential_peak_vs_opp,precomp
precomp_avg_takedowns_def_differential_valley_vs_opp,precomp
precomp_avg_takedowns_def_differential_vs_peak_vs_opp,precomp
precomp_avg_takedowns_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_takedowns_def_differential_peak_vs_opp,precomp
precomp_recent_avg_takedowns_def_differential_valley_vs_opp,precomp
precomp_recent_avg_takedowns_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_takedowns_def_differential_vs_valley_vs_opp,precomp
precomp_avg_sig_strikes_def_differential_peak_vs_opp,precomp
precomp_avg_sig_strikes_def_differential_valley_vs_opp,precomp
precomp_avg_sig_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_avg_sig_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_def_differential_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_def_differential_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_avg_total_strikes_def_differential_peak_vs_opp,precomp
precomp_avg_total_strikes_def_differential_valley_vs_opp,precomp
precomp_avg_total_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_avg_total_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_def_differential_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_def_differential_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_avg_head_strikes_def_differential_peak_vs_opp,precomp
precomp_avg_head_strikes_def_differential_valley_vs_opp,precomp
precomp_avg_head_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_avg_head_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_def_differential_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_def_differential_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_avg_body_strikes_def_differential_peak_vs_opp,precomp
precomp_avg_body_strikes_def_differential_valley_vs_opp,precomp
precomp_avg_body_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_avg_body_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_def_differential_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_def_differential_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_avg_leg_strikes_def_differential_peak_vs_opp,precomp
precomp_avg_leg_strikes_def_differential_valley_vs_opp,precomp
precomp_avg_leg_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_avg_leg_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_def_differential_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_def_differential_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_avg_distance_strikes_def_differential_peak_vs_opp,precomp
precomp_avg_distance_strikes_def_differential_valley_vs_opp,precomp
precomp_avg_distance_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_avg_distance_strikes_def_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_def_differential_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_def_differential_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_def_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_def_differential_vs_valley_vs_opp,precomp
